,year_built,Price,km_driven,fuel,seller_type,transmission,previous_owners,Brand,Model
3635,2015,1750000,127643,Diesel,Dealer,Automatic,Zero,Audi,Audi Q3 2.0
3636,2018,1350000,34000,Diesel,Individual,Automatic,Zero,Tata,Tata Hexa XTA
3637,2014,350000,145000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo D4
3638,2018,300000,25000,Petrol,Individual,Automatic,Zero,Datsun,Datsun RediGO AMT
3639,2018,400000,54000,Petrol,Dealer,Manual,One,Tata,Tata Zest Revotron
3640,2014,1750000,102354,Diesel,Dealer,Automatic,Zero,Audi,Audi A6 2.0
3641,2018,500000,70000,Diesel,Individual,Manual,Zero,Nissan,Nissan Sunny XL
3642,2017,2575000,36000,Diesel,Dealer,Automatic,Zero,Audi,Audi Q3 35
3643,2014,345000,58000,Petrol,Dealer,Manual,Zero,Honda,Honda Brio VX
3644,2013,220000,100000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo CR4
3645,2014,1850000,62237,Petrol,Dealer,Automatic,Zero,Audi,Audi Q5 2.0
3646,2005,114999,90000,Petrol,Dealer,Manual,One,Hyundai,Hyundai Santro Xing
3647,1999,50000,100000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3648,2017,585000,14000,Petrol,Dealer,Manual,Zero,Honda,Honda Jazz Select
3649,2018,950000,21394,Diesel,Dealer,Manual,Zero,Ford,Ford EcoSport 1.5
3650,2018,625000,13800,Petrol,Individual,Automatic,Zero,Maruti,Maruti Swift Dzire
3651,2017,1035000,23000,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Creta 1.6
3652,2015,310000,32686,Petrol,Dealer,Manual,Zero,Datsun,Datsun GO T
3653,2017,600000,99700,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo D4
3654,2019,3100000,5000,Diesel,Individual,Automatic,Zero,Toyota,Toyota Fortuner 2.8
3655,2014,650000,49654,Diesel,Dealer,Manual,Zero,Honda,Honda City i-DTEC
3656,2016,550000,45457,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
3657,2017,1260000,39221,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Creta 1.6
3658,2016,660000,48220,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 Sportz
3659,2017,700000,11114,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 Sportz
3660,2008,235000,60208,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Getz 1.5
3661,2013,475000,80000,Diesel,Dealer,Manual,Zero,Volkswagen,Volkswagen Vento 1.5
3662,2008,795000,98600,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz E-Class 280
3663,2016,8900000,13000,Petrol,Dealer,Automatic,Zero,Audi,Audi RS7 2015-2019
3664,2015,3200000,30000,Diesel,Dealer,Automatic,Zero,Audi,Audi Q5 3.0
3665,2019,1860000,18000,Petrol,Dealer,Automatic,Zero,MG,MG Hector Smart
3666,2010,4200000,100000,Diesel,Dealer,Automatic,Zero,Land,Land Rover Range
3667,2015,850000,58000,Petrol,Dealer,Automatic,Zero,Honda,Honda City VX
3668,2017,585000,85441,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Xylo D4
3669,2015,380000,64541,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Verito 1.5
3670,2019,650000,35000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
3671,2018,600000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift ZXI
3672,2017,434999,16267,Petrol,Dealer,Manual,Zero,Nissan,Nissan Micra Active
3673,2013,525000,71500,Diesel,Dealer,Manual,Zero,Volkswagen,Volkswagen Vento 1.5
3674,2019,4800000,12999,Diesel,Dealer,Automatic,Zero,BMW,BMW 5 Series
3675,2008,160000,80000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Aveo U-VA
3676,2007,160000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Zen Estilo
3677,2012,125000,28000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
3678,2015,430000,200000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
3679,2017,900000,14700,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3680,2000,61000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LX
3681,2017,400000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
3682,2009,150000,100000,Petrol,Individual,Manual,One,Hyundai,Hyundai Santro Xing
3683,2019,950000,24000,Petrol,Individual,Automatic,Zero,Volkswagen,Volkswagen Polo GT
3684,2013,220000,100000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo CR4
3685,2007,110000,90000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Getz GLX
3686,2015,375000,30000,Petrol,Individual,Manual,Zero,Tata,Tata Bolt Revotron
3687,2017,350000,80000,Petrol,Individual,Manual,Zero,Datsun,Datsun GO Plus
3688,2012,310000,92686,Diesel,Dealer,Manual,One,Hyundai,Hyundai i20 Magna
3689,2010,90000,300000,Petrol,Individual,Manual,Two,Tata,Tata Indica GLS
3690,2011,350000,90000,Petrol,Individual,Manual,One,Volkswagen,Volkswagen Vento Petrol
3691,2003,100000,60000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro LS
3692,2017,1300000,40000,Diesel,Individual,Automatic,Zero,Mahindra,Mahindra XUV500 AT
3693,2013,225000,80000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Sail Hatchback
3694,2002,145000,100000,Petrol,Individual,Manual,Zero,Honda,Honda City 1.3
3695,2018,930000,20000,Diesel,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
3696,2019,550000,51000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
3697,2008,85000,120000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LX
3698,2014,280000,55000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
3699,2018,360000,6000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
3700,2011,150000,40000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
3701,2017,900000,15000,Petrol,Individual,Automatic,Zero,Skoda,Skoda Rapid 1.6
3702,2005,120000,50000,Diesel,Individual,Manual,One,Ambassador,Ambassador CLASSIC 1500
3703,2010,215000,90000,Petrol,Individual,Manual,One,Fiat,Fiat Linea T
3704,2013,550000,38500,Diesel,Individual,Manual,Zero,Renault,Renault Scala Diesel
3705,2018,775000,35000,Petrol,Individual,Manual,Zero,Tata,Tata Nexon 1.2
3706,2001,409999,49359,Petrol,Individual,Manual,Two,Maruti,Maruti Gypsy King
3707,2005,65000,70000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3708,2008,200000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3709,2010,240000,50000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3710,2012,800000,108731,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3711,2010,400000,120000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3712,2016,500000,60000,Diesel,Individual,Manual,Zero,Tata,Tata Sumo Gold
3713,2007,150000,90000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Renault Logan
3714,2014,500000,140000,Diesel,Individual,Manual,One,Toyota,Toyota Etios GD
3715,2014,320000,80000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
3716,2013,300000,90000,Diesel,Individual,Manual,Zero,Nissan,Nissan Micra Diesel
3717,2017,650000,40000,Diesel,Individual,Manual,Zero,Renault,Renault Lodgy Stepway
3718,2018,285000,14000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
3719,2012,360000,70000,Diesel,Individual,Manual,One,Tata,Tata Aria Pleasure
3720,2009,450000,55000,Petrol,Individual,Manual,One,Honda,Honda Accord 2.4
3721,2011,175000,60000,Petrol,Individual,Manual,Two,Maruti,Maruti Alto LXi
3722,2011,350000,74000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Cruze LT
3723,2020,530000,45000,Diesel,Dealer,Manual,Zero,Ford,Ford Figo Aspire
3724,2017,1025000,38000,Diesel,Dealer,Manual,Zero,Honda,Honda City i-DTEC
3725,2017,950000,24000,Diesel,Dealer,Manual,Zero,Honda,Honda BR-V i-DTEC
3726,2017,725000,29976,Petrol,Dealer,Manual,Zero,Honda,Honda WR-V i-VTEC
3727,2017,919999,41000,Petrol,Dealer,Manual,Zero,Honda,Honda City i
3728,2018,700000,15000,Diesel,Dealer,Manual,Zero,Honda,Honda Jazz 1.5
3729,2017,725000,36000,Diesel,Dealer,Manual,Zero,Honda,Honda Jazz 1.5
3730,2017,840000,30646,Petrol,Dealer,Manual,Zero,Honda,Honda BR-V i-VTEC
3731,2015,365000,23600,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
3732,2014,665000,71318,Diesel,Dealer,Manual,Zero,Honda,Honda City i
3733,2003,50000,78098,Petrol,Individual,Manual,Zero,Maruti,Maruti 800 Std
3734,2014,225000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
3735,2012,229999,45000,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Era
3736,2008,145000,67000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Xing
3737,2018,624000,14681,Diesel,Dealer,Manual,Zero,Ford,Ford Figo Aspire
3738,2015,500000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.4
3739,2017,750000,18054,Petrol,Dealer,Manual,Zero,Ford,Ford EcoSport 1.5
3740,2015,785000,40000,Diesel,Individual,Manual,Zero,Honda,Honda City i
3741,2011,225000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Sportz
3742,2017,300000,80000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.1
3743,2016,680000,20000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Asta
3744,2016,700000,40000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
3745,2011,180000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo CS
3746,2008,270000,120000,Diesel,Individual,Manual,One,Ford,Ford Fiesta 1.4
3747,2010,370000,97000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
3748,2018,1100000,70000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo H8
3749,2004,120000,120000,Diesel,Individual,Manual,One,Hyundai,Hyundai Accent CRDi
3750,2013,430000,88000,Diesel,Individual,Manual,One,Skoda,Skoda Rapid 1.6
3751,2014,550000,38406,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift ZDi
3752,2014,320000,54350,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro Xing
3753,2015,390000,32260,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
3754,2014,550000,58231,Diesel,Dealer,Manual,Zero,Renault,Renault Duster 85PS
3755,2012,370000,59858,Petrol,Dealer,Manual,Zero,Maruti,Maruti Swift VXI
3756,2010,190000,73350,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto LXi
3757,2013,509999,88473,Diesel,Dealer,Manual,Zero,Renault,Renault Duster 110PS
3758,2013,450000,96987,Petrol,Dealer,Manual,Zero,Honda,Honda City S
3759,2016,5500000,77350,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz GLS 2016-2020
3760,2015,550000,61187,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift Dzire
3761,2009,400000,68350,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Xylo E6
3762,2015,585000,81150,Diesel,Dealer,Manual,Zero,Ford,Ford EcoSport 1.5
3763,2019,500000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
3764,2015,800000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ciaz ZXi
3765,2009,265000,120000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Vdi
3766,2012,175000,180000,Diesel,Individual,Manual,Zero,Ford,Ford Figo Diesel
3767,2007,125000,50000,Petrol,Individual,Manual,One,Fiat,Fiat Palio 1.2
3768,2010,165000,80000,Diesel,Individual,Manual,Zero,Tata,Tata Manza Aqua
3769,2011,150000,280000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Verito 1.5
3770,2015,1025000,90000,Diesel,Individual,Manual,One,Hyundai,Hyundai Creta 1.6
3771,2014,1030000,250000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
3772,2010,250000,110000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Dzire
3773,2000,85000,80000,Petrol,Individual,Manual,One,Maruti,Maruti Zen LX
3774,2016,500000,35000,Diesel,Individual,Manual,Zero,Fiat,Fiat Punto EVO
3775,2018,350000,15000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
3776,2010,190000,52000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
3777,2009,940000,140000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Jetta 1.9
3778,2013,475000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Swift VXI
3779,2018,300000,17000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
3780,2016,250000,70000,Petrol,Individual,Manual,Two,Chevrolet,Chevrolet Beat LS
3781,2012,290000,125000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
3782,2010,75000,300000,Petrol,Individual,Manual,Two,Tata,Tata Indica GLS
3783,2015,1000000,120000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W8
3784,2015,550000,87000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Asta
3785,2010,285000,75000,Diesel,Individual,Manual,Two,Fiat,Fiat Punto 1.3
3786,2014,240000,60000,Petrol,Individual,Manual,One,Tata,Tata Indigo Grand
3787,2015,850000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3788,2016,650000,26000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
3789,2017,365000,78000,CNG,Individual,Manual,Zero,Maruti,Maruti Celerio Green
3790,2016,650000,26000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
3791,2015,260000,35000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Sail 1.2
3792,2014,250000,100000,Petrol,Individual,Manual,Zero,Tata,Tata Indigo Grand
3793,2007,550000,80000,Petrol,Individual,Manual,One,Tata,Tata New Safari
3794,2013,225000,80000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Sail Hatchback
3795,2002,145000,100000,Petrol,Individual,Manual,Zero,Honda,Honda City 1.3
3796,2018,930000,20000,Diesel,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
3797,2019,550000,51000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
3798,2008,85000,120000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LX
3799,2014,280000,55000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
3800,2018,360000,6000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
3801,2011,150000,40000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
3802,2017,900000,15000,Petrol,Individual,Automatic,Zero,Skoda,Skoda Rapid 1.6
3803,2005,120000,50000,Diesel,Individual,Manual,One,Ambassador,Ambassador CLASSIC 1500
3804,2010,215000,90000,Petrol,Individual,Manual,One,Fiat,Fiat Linea T
3805,2013,550000,38500,Diesel,Individual,Manual,Zero,Renault,Renault Scala Diesel
3806,2018,775000,35000,Petrol,Individual,Manual,Zero,Tata,Tata Nexon 1.2
3807,2001,409999,49359,Petrol,Individual,Manual,Two,Maruti,Maruti Gypsy King
3808,2005,65000,70000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3809,2008,200000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3810,2010,240000,50000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3811,2012,800000,108731,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3812,2010,400000,120000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3813,2012,229999,40000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3814,2014,580000,120000,Diesel,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
3815,2014,320000,80000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
3816,2013,300000,90000,Diesel,Individual,Manual,Zero,Nissan,Nissan Micra Diesel
3817,2017,800000,60000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
3818,2009,245000,75000,Diesel,Dealer,Automatic,Zero,Hyundai,Hyundai Verna SX
3819,2018,300000,20000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
3820,2017,350000,80000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.2
3821,2006,70000,105700,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen LX
3822,2017,430999,14000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Celerio VXI
3823,2010,80000,70000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
3824,2019,335000,28000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto 800
3825,2017,350000,51000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Eeco 7
3826,2018,315000,56000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto 800
3827,2019,1100000,35000,Diesel,Individual,Automatic,Zero,Volkswagen,Volkswagen Vento 1.5
3828,2005,80000,24000,Petrol,Individual,Manual,Zero,Maruti,Maruti Esteem Lxi
3829,2014,285000,64000,Petrol,Dealer,Manual,One,Maruti,Maruti Alto K10
3830,2009,100000,120000,Diesel,Individual,Manual,Two,Tata,Tata Indigo TDI
3831,2011,225000,37091,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
3832,2017,4500000,80000,Diesel,Individual,Automatic,Zero,Volvo,Volvo XC 90
3833,2018,320000,38900,Petrol,Individual,Manual,Two,Maruti,Maruti Alto K10
3834,2016,1249000,60000,Diesel,Individual,Manual,Two,Hyundai,Hyundai Creta 1.6
3835,2008,120000,110000,Petrol,Individual,Manual,Two,Maruti,Maruti Wagon R
3836,2011,200000,100000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Vento Diesel
3837,2016,1151000,85000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3838,2012,120000,140000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
3839,2017,220000,20000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
3840,2017,750000,15000,Petrol,Individual,Manual,Zero,Tata,Tata Nexon 1.2
3841,2018,784000,40000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
3842,2017,500000,50000,Petrol,Individual,Manual,Zero,Honda,Honda Jazz 1.2
3843,2018,350000,20000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
3844,2018,1400000,50000,Diesel,Individual,Automatic,Zero,Mahindra,Mahindra XUV500 W7
3845,2014,600000,100000,Diesel,Individual,Manual,One,Mahindra,Mahindra Thar CRDe
3846,2019,525000,9400,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
3847,2017,930000,12000,Diesel,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
3848,2017,440000,14100,CNG,Dealer,Manual,Zero,Maruti,Maruti Eeco 5
3849,2016,434999,21000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Celerio ZXI
3850,2011,250000,28000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
3851,2017,940000,35000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ertiga SHVS
3852,2017,1050000,31000,Diesel,Dealer,Automatic,Zero,Hyundai,Hyundai Verna 1.6
3853,2016,825000,58000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ertiga SHVS
3854,2012,229999,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
3855,2011,375000,72000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 1.2
3856,2013,640000,89000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ertiga ZDI
3857,2012,800000,160000,Diesel,Dealer,Manual,Zero,Toyota,Toyota Innova 2.5
3858,2012,130000,30000,Petrol,Individual,Manual,Two,Ford,Ford Figo Petrol
3859,2014,300000,37555,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Sportz
3860,2018,440000,14000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
3861,2014,595000,56600,CNG,Dealer,Manual,Zero,Maruti,Maruti Ertiga VXI
3862,2013,450000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio EX
3863,2017,690000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Vitara Brezza
3864,2019,300000,5000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
3865,2014,170000,100000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Sail 1.2
3866,2012,280000,120000,Diesel,Individual,Manual,Zero,Toyota,Toyota Etios Liva
3867,2009,220000,67580,Petrol,Individual,Manual,One,Maruti,Maruti Swift VXI
3868,2009,140000,100000,Petrol,Individual,Manual,Two,Hyundai,Hyundai Santro Xing
3869,2004,45000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti Esteem Lxi
3870,2014,200000,125000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
3871,2008,325000,120000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio 2.6
3872,2010,300000,130000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna CRDi
3873,2009,120000,250000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3874,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3875,2014,520000,82000,Diesel,Individual,Manual,Zero,Honda,Honda City i
3876,2017,550000,19890,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Grand i10
3877,2015,280000,40000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Verito Vibe
3878,2013,225000,78000,Diesel,Dealer,Manual,Zero,Nissan,Nissan Sunny XL
3879,2016,535000,38365,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 1.2
3880,2016,509999,60000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio 1.99
3881,2008,69000,100000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
3882,2013,200000,60000,Petrol,Individual,Manual,Zero,Tata,Tata Manza Aura
3883,2012,449000,90000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3884,2020,426000,1000,Diesel,Individual,Manual,Zero,Tata,Tata Harrier XE
3885,2017,650000,6000,Petrol,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
3886,2017,260000,50000,Diesel,Individual,Manual,Zero,Tata,Tata Tiago 1.05
3887,2015,295000,90000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Bolero Power
3888,2017,260000,30000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Eeco 5
3889,2012,120000,140000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
3890,2007,155000,65000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Verna SX
3891,2015,450000,38000,Diesel,Individual,Manual,Zero,Honda,Honda Jazz 1.5
3892,2012,320000,80000,Diesel,Individual,Manual,Zero,Tata,Tata New Safari
3893,2007,123000,50000,Petrol,Individual,Manual,One,Hyundai,Hyundai Verna i
3894,2006,80000,110000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Xing
3895,2012,220000,90000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Celebration
3896,2018,650000,37000,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai i20 Active
3897,2018,285000,30000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto 800
3898,2018,725000,26000,Petrol,Dealer,Automatic,Zero,Honda,Honda Amaze V
3899,2010,97000,128000,Petrol,Individual,Manual,Zero,Tata,Tata Indica Vista
3900,2016,625000,30000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Ciaz ZXi
3901,2016,550000,23000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 Active
3902,2012,130000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo CR4
3903,2012,240000,40000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
3904,2014,600000,27000,Diesel,Dealer,Manual,Zero,Nissan,Nissan Terrano XL
